1 	92.5	3.11448
2 	48.9	15.60449
3 	38.6	0.54772
5 	22.8	10.41633
8 	22.0	0.31623
10 	16.4	7.21110
15 	17.3	0.44721
20 	15.8	0.31623 	
25 	13.8	3.80789 	
50 	12.9	0.31623
75 	12.6	0.31623 	
100 11.1	2.94958
125 12.1	0.31623 	
150 12.0	0.31623 	
175 12.0	0.31623 	
200 11.7	0.31623
225 11.6	0.31623
250 11.5	0.54772
300 11.5	0.54772
400 11.6    0.31623



















